  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/wandb/util.py", line 968, in check_retry_fn
    return fallback_retry_fn(e)
           ^^^^^^^^^^^^^^^^^^^^
  File "/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/wandb/util.py", line 910, in no_retry_auth
    raise CommError(
wandb.errors.CommError: It appears that you do not have permission to access the requested resource. Please reach out to the project owner to grant you access. If you have the correct permissions, verify that there are no issues with your networking setup.(Error 403: Forbidden)
2024-09-09 08:41:30,528 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:30,624 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:31,227 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:31,227 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:31,356 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:31,516 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:32,984 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: keepalive
2024-09-09 08:41:33,237 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:33,239 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:33,258 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:35,557 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:35,646 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:36,253 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:36,255 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:36,377 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:36,542 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:38,009 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: keepalive
2024-09-09 08:41:38,267 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:38,268 DEBUG   SenderThread:28378 [sender.py:send_request():418] send_request: status_report
2024-09-09 08:41:38,284 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:40,578 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:40,664 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
2024-09-09 08:41:41,278 DEBUG   HandlerThread:28378 [handler.py:handle_request():158] handle_request: status_report
